h=1; v /net1; envlp re(V) X,h=1; v /net1; envlp re(V) Y
3.65e-06,0.01468312204013167
3.6625e-06,-0.2196482759632589
3.675e-06,-0.4022435397246706
3.6875e-06,-0.4957580005427626
3.7e-06,-0.4928162983446662
3.7125e-06,-0.4133315457267276
3.725e-06,-0.293797251351182
3.7375e-06,-0.173002278575312
3.75e-06,-0.07939788248562929
3.7625e-06,-0.0242706553202744
3.775e-06,-0.002419694554087018
3.7875e-06,0.0008635733573991161
3.8e-06,7.092527644316106e-17
3.8125e-06,0.0008635733573991696
3.825e-06,-0.002419694554087071
3.8375e-06,-0.02427065532027434
3.85e-06,-0.07939788248562921
3.8625e-06,-0.1730022785753121
3.875e-06,-0.293797251351182
3.8875e-06,-0.4133315457267278
3.9e-06,-0.4928162983446662
3.9125e-06,-0.4957580005427626
3.925e-06,-0.4022435397246707
3.9375e-06,-0.2196482759632591
3.949999999999999e-06,0.01412427898318742
3.9625e-06,0.2146766584616799
3.975e-06,0.3284080086750193
3.9875e-06,0.3357509079866305
4e-06,0.2334476006121141
4.0125e-06,0.02682184337890597
4.025e-06,-0.264097854393352
4.0375e-06,-0.5892153313893705
4.05e-06,-0.8312079001715967
4.0625e-06,-0.8883476386040883
4.075e-06,-0.7603893796450416
4.087499999999999e-06,-0.4710715574783002
4.1e-06,-0.08455390927893386
4.1125e-06,0.3133200687373181
4.124999999999999e-06,0.6399053925894296
4.1375e-06,0.839098167545172
4.15e-06,0.8959226606170941
4.1625e-06,0.8379257905346597
4.175e-06,0.7231525883263118
4.1875e-06,0.6187673624405865
4.2e-06,0.5773702076236003
4.2125e-06,0.6187673624405862
4.225e-06,0.7231525883263118
4.2375e-06,0.8379257905346602
4.25e-06,0.8959226606170941
4.262499999999999e-06,0.839098167545172
4.275e-06,0.6399053925894296
4.2875e-06,0.313320068737318
4.299999999999999e-06,-0.08455390927893384
4.3125e-06,-0.4710715574783
4.325e-06,-0.7603893796450419
4.3375e-06,-0.8883476386040883
4.35e-06,-0.8312079001715968
4.3625e-06,-0.612528301728179
4.375e-06,-0.2962021296944036
4.3875e-06,0.03201505984228231
4.4e-06,0.2886851038118001
4.4125e-06,0.4151950393702048
4.425e-06,0.3919940140536437
4.437499999999999e-06,0.2407731921112809
4.45e-06,0.01468312204013167
4.4625e-06,-0.2196482759632589
4.475e-06,-0.4022435397246706
4.4875e-06,-0.4957580005427626
4.5e-06,-0.4928162983446662
4.5125e-06,-0.4133315457267276
4.525e-06,-0.293797251351182
4.5375e-06,-0.173002278575312
4.55e-06,-0.07939788248562929
4.5625e-06,-0.0242706553202744
4.574999999999999e-06,-0.002419694554087018
4.5875e-06,0.0008635733573991161
4.6e-06,7.092527644316106e-17
4.612499999999999e-06,0.0008635733573991695
4.625e-06,-0.002419694554087071
4.6375e-06,-0.02427065532027434
4.65e-06,-0.07939788248562922
4.6625e-06,-0.1730022785753121
4.675e-06,-0.293797251351182
4.6875e-06,-0.4133315457267278
4.7e-06,-0.4928162983446662
4.7125e-06,-0.4957580005427626
4.725e-06,-0.4022435397246707
4.7375e-06,-0.2196482759632591
4.749999999999999e-06,0.01468312204013167
4.7625e-06,0.240773192111281
4.775e-06,0.3919940140536437
4.787499999999999e-06,0.4151950393702046
4.8e-06,0.2886851038118001
4.8125e-06,0.03201505984228231
4.825e-06,-0.2962021296944036
4.8375e-06,-0.6125283017281791
4.85e-06,-0.8312079001715967
4.8625e-06,-0.8883476386040883
4.875e-06,-0.7603893796450416
4.887499999999999e-06,-0.4710715574783002
4.9e-06,-0.08455390927893386
4.9125e-06,0.3133200687373181
4.924999999999999e-06,0.6399053925894296
4.9375e-06,0.839098167545172
4.95e-06,0.8959226606170941
4.962499999999999e-06,0.8379257905346597
4.975e-06,0.7231525883263118
4.9875e-06,0.6187673624405865
5e-06,0.5773702076236003
5.0125e-06,0.6187673624405862
5.025e-06,0.7231525883263118
5.0375e-06,0.8379257905346602
5.05e-06,0.8959226606170941
5.062499999999999e-06,0.839098167545172
5.075e-06,0.6399053925894296
5.0875e-06,0.313320068737318
5.099999999999999e-06,-0.08455390927893384
5.1125e-06,-0.4710715574783
5.125e-06,-0.7603893796450419
5.1375e-06,-0.8883476386040883
5.15e-06,-0.8312079001715968
5.1625e-06,-0.6125283017281791
5.175e-06,-0.2962021296944036
5.1875e-06,0.0320150598422823
5.199999999999999e-06,0.2886851038118001
5.2125e-06,0.4151950393702049
5.225e-06,0.3919940140536437
5.237499999999999e-06,0.2407731921112809
5.25e-06,0.01468312204013167
5.2625e-06,-0.2196482759632589
5.274999999999999e-06,-0.4022435397246706
5.2875e-06,-0.4957580005427626
5.3e-06,-0.4928162983446662
5.3125e-06,-0.4133315457267276
5.325e-06,-0.293797251351182
5.3375e-06,-0.173002278575312
5.35e-06,-0.07939788248562929
5.3625e-06,-0.0242706553202744
5.374999999999999e-06,-0.002419694554087018
5.3875e-06,0.0008635733573991161
5.4e-06,7.092527644316106e-17
5.412499999999999e-06,0.0008635733573991695
5.425e-06,-0.002419694554087071
5.4375e-06,-0.02427065532027434
5.449999999999999e-06,-0.07939788248562922
5.4625e-06,-0.1730022785753121
5.475e-06,-0.293797251351182
5.4875e-06,-0.4133315457267279
5.5e-06,-0.4928162983446662
5.5125e-06,-0.4957580005427628
5.525e-06,-0.4022435397246706
5.5375e-06,-0.219648275963259
5.549999999999999e-06,0.01468312204013167
5.5625e-06,0.240773192111281
5.575e-06,0.3919940140536437
5.587499999999999e-06,0.4151950393702046
5.6e-06,0.2886851038118001
5.6125e-06,0.0320150598422823
5.625e-06,-0.2962021296944036
5.6375e-06,-0.6125283017281791
5.65e-06,-0.8312079001715967
5.6625e-06,-0.8883476386040883
5.675e-06,-0.7603893796450417
5.687499999999999e-06,-0.4710715574783002
5.7e-06,-0.08455390927893384
5.7125e-06,0.3133200687373181
5.724999999999999e-06,0.6399053925894296
5.7375e-06,0.839098167545172
5.75e-06,0.8959226606170941
5.762499999999999e-06,0.8379257905346597
5.775e-06,0.7231525883263118
5.7875e-06,0.6187673624405865
5.8e-06,0.5773702076236003
5.8125e-06,0.6187673624405862
5.825e-06,0.7231525883263118
5.8375e-06,0.8379257905346602
5.85e-06,0.8959226606170941
5.862499999999999e-06,0.839098167545172
5.875e-06,0.6399053925894296
5.8875e-06,0.313320068737318
5.899999999999999e-06,-0.08455390927893384
5.9125e-06,-0.4710715574783
5.925e-06,-0.7603893796450419
5.937499999999999e-06,-0.8883476386040883
5.95e-06,-0.8312079001715968
5.9625e-06,-0.612528301728179
5.975e-06,-0.2962021296944036
5.9875e-06,0.0320150598422823
6e-06,0.2886851038118001
6.0125e-06,0.4151950393702049
6.025e-06,0.3919940140536437
6.037499999999999e-06,0.2407731921112809
6.05e-06,0.01468312204013167
6.0625e-06,-0.2196482759632589
6.074999999999999e-06,-0.4022435397246706
6.0875e-06,-0.4957580005427626
6.1e-06,-0.4928162983446662
6.112499999999999e-06,-0.4133315457267276
6.125e-06,-0.293797251351182
6.1375e-06,-0.173002278575312
6.15e-06,-0.07939788248562929
6.1625e-06,-0.0242706553202744
6.174999999999999e-06,-0.002419694554087018
6.1875e-06,0.0008635733573991161
6.2e-06,7.092527644316107e-17
6.212499999999999e-06,0.0008635733573991695
6.225e-06,-0.002419694554087071
6.2375e-06,-0.02427065532027434
6.249999999999999e-06,-0.07939788248562922
6.2625e-06,-0.1730022785753121
6.275e-06,-0.293797251351182
6.2875e-06,-0.4133315457267279
6.3e-06,-0.4928162983446662
6.3125e-06,-0.4957580005427628
6.325e-06,-0.4022435397246706
6.3375e-06,-0.219648275963259
6.349999999999999e-06,0.01468312204013167
6.3625e-06,0.240773192111281
6.375e-06,0.3919940140536437
6.387499999999999e-06,0.4151950393702046
6.4e-06,0.2886851038118001
6.4125e-06,0.03201505984228231
6.424999999999999e-06,-0.2962021296944036
6.4375e-06,-0.6125283017281791
6.45e-06,-0.8312079001715967
6.4625e-06,-0.8883476386040883
6.475e-06,-0.7603893796450417
6.487499999999999e-06,-0.4710715574783002
6.5e-06,-0.08455390927893384
6.5125e-06,0.3133200687373181
6.524999999999999e-06,0.6399053925894296
6.5375e-06,0.839098167545172
6.55e-06,0.8959226606170941
6.562499999999999e-06,0.8379257905346597
6.575e-06,0.7231525883263118
6.5875e-06,0.6187673624405865
6.599999999999999e-06,0.5773702076236003
6.6125e-06,0.6187673624405862
6.625e-06,0.7231525883263118
6.6375e-06,0.8379257905346602
6.65e-06,0.895922660617094
6.662499999999999e-06,0.839098167545172
6.675e-06,0.6399053925894296
6.6875e-06,0.313320068737318
6.699999999999999e-06,-0.08455390927893384
6.7125e-06,-0.4710715574783
6.725e-06,-0.7603893796450419
6.737499999999999e-06,-0.8883476386040883
6.75e-06,-0.8312079001715968
6.7625e-06,-0.612528301728179
6.775e-06,-0.2962021296944036
6.7875e-06,0.03201505984228231
6.799999999999999e-06,0.2886851038118001
6.8125e-06,0.4151950393702049
6.825e-06,0.3919940140536437
6.837499999999999e-06,0.2407731921112809
6.85e-06,0.01468312204013167
6.8625e-06,-0.2196482759632589
6.874999999999999e-06,-0.4022435397246706
6.8875e-06,-0.4957580005427626
6.9e-06,-0.4928162983446662
6.912499999999999e-06,-0.4133315457267276
6.925e-06,-0.293797251351182
6.9375e-06,-0.173002278575312
6.95e-06,-0.07939788248562929
6.9625e-06,-0.0242706553202744
6.974999999999999e-06,-0.002419694554087018
6.9875e-06,0.0008635733573991161
7e-06,7.092527644316106e-17
7.012499999999999e-06,0.0008635733573991695
7.025e-06,-0.002419694554087071
7.0375e-06,-0.02427065532027434
7.049999999999999e-06,-0.07939788248562922
7.0625e-06,-0.1730022785753121
7.075e-06,-0.293797251351182
7.087499999999999e-06,-0.4133315457267279
7.1e-06,-0.4928162983446662
7.1125e-06,-0.4957580005427628
7.125e-06,-0.4022435397246706
7.1375e-06,-0.219648275963259
7.149999999999999e-06,0.01468312204013167
7.1625e-06,0.240773192111281
7.175e-06,0.3919940140536437
7.187499999999999e-06,0.4151950393702046
7.2e-06,0.2886851038118001
7.2125e-06,0.03201505984228231
7.224999999999999e-06,-0.2962021296944036
7.2375e-06,-0.6125283017281791
7.25e-06,-0.8312079001715967
7.262499999999999e-06,-0.8883476386040883
7.275e-06,-0.7603893796450416
7.287499999999999e-06,-0.4710715574783002
7.3e-06,-0.08455390927893386
7.3125e-06,0.3133200687373181
7.324999999999999e-06,0.6399053925894296
7.3375e-06,0.839098167545172
7.35e-06,0.8959226606170941
7.362499999999999e-06,0.8379257905346597
7.375e-06,0.7231525883263118
7.3875e-06,0.6187673624405865
7.399999999999999e-06,0.5773702076236003
7.4125e-06,0.6187673624405862
7.425e-06,0.7231525883263118
7.4375e-06,0.8379257905346602
7.45e-06,0.895922660617094
7.462499999999999e-06,0.839098167545172
7.475e-06,0.6399053925894296
7.4875e-06,0.313320068737318
7.499999999999999e-06,-0.08455390927893384
7.5125e-06,-0.4710715574783
7.525e-06,-0.7603893796450419
7.537499999999999e-06,-0.8883476386040883
7.55e-06,-0.8312079001715968
7.5625e-06,-0.612528301728179
7.574999999999999e-06,-0.2962021296944036
7.5875e-06,0.0320150598422823
7.6e-06,0.2886851038118001
7.6125e-06,0.4151950393702049
7.625e-06,0.3919940140536437
7.637499999999999e-06,0.2407731921112809
7.65e-06,0.01468312204013167
7.6625e-06,-0.2196482759632589
7.675e-06,-0.4022435397246706
7.687499999999999e-06,-0.4957580005427625
7.699999999999999e-06,-0.4928162983446662
7.712499999999999e-06,-0.4133315457267275
7.725e-06,-0.293797251351182
7.7375e-06,-0.173002278575312
7.75e-06,-0.07939788248562929
7.762499999999999e-06,-0.0242706553202744
7.774999999999999e-06,-0.002419694554087018
7.7875e-06,0.0008635733573991161
7.8e-06,7.092527644316105e-17
7.8125e-06,0.0008635733573991695
7.825e-06,-0.002419694554087071
7.837499999999999e-06,-0.02427065532027434
7.849999999999999e-06,-0.07939788248562922
7.8625e-06,-0.1730022785753121
7.875e-06,-0.293797251351182
7.8875e-06,-0.4133315457267279
7.899999999999999e-06,-0.4928162983446662
7.912499999999999e-06,-0.4957580005427626
7.925e-06,-0.4022435397246706
7.9375e-06,-0.2196482759632591
7.95e-06,0.01412427898318742
7.9625e-06,0.193915112386455
7.974999999999999e-06,0.1754622936942378
7.987499999999999e-06,-0.06839249047438309
8e-06,-0.4012022210124103
8.0125e-06,-0.6134818787443838
8.025e-06,-0.5681186563116772
8.037499999999999e-06,-0.2931209631674645
8.049999999999999e-06,0.07709726729409949
8.062499999999999e-06,0.41336236540057
8.075e-06,0.6331994499005414
8.0875e-06,0.6905321100096974
8.1e-06,0.5756069220892509
8.112499999999999e-06,0.3188191545527791
8.124999999999999e-06,-0.01498449106402214
8.1375e-06,-0.3412800882465597
8.15e-06,-0.5766801451777651
8.1625e-06,-0.6606430653327077
8.174999999999999e-06,-0.5721142533986044
8.187499999999999e-06,-0.336076852507918
8.199999999999999e-06,-0.01760991778158222
8.2125e-06,0.2953445700436209
8.225e-06,0.5158331126950607
8.2375e-06,0.5815170375832416
8.249999999999999e-06,0.4711574967962242
8.262499999999999e-06,0.2091791440196106
8.275e-06,-0.1427750337799435
8.2875e-06,-0.5043504378408388
8.3e-06,-0.7990791587202635
8.3125e-06,-0.9740989826905168
8.324999999999999e-06,-1.011339531231473
8.337499999999999e-06,-0.9276322563736269
8.35e-06,-0.7649547088222858
8.3625e-06,-0.5750736730927395
8.375e-06,-0.404171398637537
8.387499999999999e-06,-0.2822757571503489
8.399999999999999e-06,-0.2199166064522711
8.4125e-06,-0.2114408567909908
8.425e-06,-0.2420481278290831
8.4375e-06,-0.294747799037765
8.45e-06,-0.3543086066075827
8.462499999999999e-06,-0.4073569959553751
8.474999999999999e-06,-0.4400603757133401
8.4875e-06,-0.4362275202568453
8.5e-06,-0.378502151967989
8.5125e-06,-0.253656706204813
8.524999999999999e-06,-0.06055698860552004
8.537499999999999e-06,0.182691155872913
8.549999999999999e-06,0.4365341176615583
8.5625e-06,0.6455426923092283
8.575e-06,0.7517476380821532
8.5875e-06,0.7123565135213074
8.599999999999999e-06,0.5159966864545013
8.612499999999999e-06,0.1912113439460861
8.625e-06,-0.1970119030406353
8.6375e-06,-0.5629395012865942
8.65e-06,-0.8237953462125042
8.662499999999999e-06,-0.9239539909056105
8.674999999999999e-06,-0.8513750277373765
8.687499999999999e-06,-0.6403197516613041
8.7e-06,-0.3590231968618759
8.7125e-06,-0.086344159881993
8.725e-06,0.1145023807788664
8.737499999999999e-06,0.2158054399540231
8.749999999999999e-06,0.2316945324310241
8.7625e-06,0.2087554998244924
8.775e-06,0.2045797274835841
8.7875e-06,0.2624910501584298
8.8e-06,0.3922458157748996
8.812499999999999e-06,0.5643458744731509
8.824999999999999e-06,0.7204738588994587
8.8375e-06,0.7963460776233769
8.85e-06,0.7483365367198539
8.8625e-06,0.5734850408341403
8.874999999999999e-06,0.3147143450428146
8.887499999999999e-06,0.04850244321339395
8.899999999999999e-06,-0.1411030975908512
8.9125e-06,-0.1928842760159114
8.925e-06,-0.09201802260576146
8.9375e-06,0.1222467204196954
8.949999999999999e-06,0.3682012547667069
8.962499999999999e-06,0.5489251977173919
8.975e-06,0.5856855935130897
8.9875e-06,0.445596561229294
9e-06,0.1536088055468789
9.012499999999999e-06,-0.2154686484585228
9.024999999999999e-06,-0.5619840087900857
9.037499999999999e-06,-0.7944298802399183
9.05e-06,-0.8585782481379453
9.0625e-06,-0.7525722580756855
9.075e-06,-0.5231639689197727
9.087499999999999e-06,-0.2453577709121584
9.099999999999999e-06,0.006206770443789822
9.1125e-06,0.1830113181079255
9.125e-06,0.2759498545245114
9.1375e-06,0.311729082481082
9.149999999999999e-06,0.334744050098782
9.162499999999999e-06,0.3825349150662737
9.174999999999999e-06,0.4653766517493543
9.1875e-06,0.5587557141692955
9.2e-06,0.6121624222271707
9.2125e-06,0.5708824232338795
9.224999999999999e-06,0.4019845808887199
9.237499999999999e-06,0.1136804483500071
9.25e-06,-0.2404684467073247
9.2625e-06,-0.5752318637059322
9.275e-06,-0.8009680975955206
9.287499999999999e-06,-0.8545924940137649
9.299999999999999e-06,-0.7225557962112594
9.312499999999999e-06,-0.4468129694684684
9.325e-06,-0.1110168346717669
9.3375e-06,0.1883594353178907
9.35e-06,0.3754504452722412
9.362499999999999e-06,0.4205702904178678
9.374999999999999e-06,0.3483568381871275
9.387499999999999e-06,0.2254564955517349
9.4e-06,0.132496057330001
9.4125e-06,0.1311315403048872
9.425e-06,0.2389256876578164
9.437499999999999e-06,0.4218811292778233
9.449999999999999e-06,0.6077104250314834
9.4625e-06,0.714905981151413
9.475e-06,0.6864516624782402
9.4875e-06,0.5150112339202247
9.499999999999999e-06,0.2494664457195999
9.512499999999999e-06,-0.02033423811838713
9.524999999999999e-06,-0.1954367306123239
9.5375e-06,-0.2045847130812138
9.55e-06,-0.03214062440656585
9.5625e-06,0.2736470569842464
9.574999999999999e-06,0.6156280670862512
9.587499999999999e-06,0.8809534614047996
9.6e-06,0.9806145394372491
9.6125e-06,0.8809534614047996
9.625e-06,0.6156280670862513
9.637499999999999e-06,0.2736470569842462
9.649999999999999e-06,-0.03214062440656609
9.662499999999999e-06,-0.204584713081214
9.675e-06,-0.1954367306123243
9.6875e-06,-0.02033423811838741
9.7e-06,0.2494664457195997
9.712499999999999e-06,0.5150112339202249
9.724999999999999e-06,0.6864516624782403
9.7375e-06,0.714905981151413
9.75e-06,0.6077104250314834
9.7625e-06,0.4218811292778235
9.774999999999999e-06,0.2389256876578167
9.787499999999999e-06,0.1311315403048873
9.799999999999999e-06,0.1324960573300011
9.8125e-06,0.225456495551735
9.825e-06,0.3483568381871275
9.8375e-06,0.4205702904178678
9.849999999999999e-06,0.3754504452722411
9.862499999999999e-06,0.1883594353178906
9.874999999999999e-06,-0.1110168346717669
9.8875e-06,-0.4468129694684684
9.9e-06,-0.7225557962112594
